humour,message,updated_at,child_count,post_id,vote_count,created_at,location,collection Time
0,Hoeveel,2019-10-23 23:26:59.305000,4,5db0a787efa8d1001d12181e,-2,2019-10-23 21:18:31.263000,Nijmegen,2019-10-24 16:30:03.485978
0,Bestaat er een goede gratis iq-test online?,2019-10-24 00:40:02.936000,10,5db0a7bdcdb2fb0017102d9c,-2,2019-10-23 21:19:25.409000,Nijmegen,2019-10-24 16:35:02.810918
0,Welke kleur zal ik mijn haar verven? ,2019-10-24 08:30:19.059000,24,5db0a8cacf590100198df52a,1,2019-10-23 21:23:54.238000,Nijmegen,2019-10-24 16:40:03.081304
0,Hema verkoopt nu een tompouce donut ❤️🎉👌,2019-10-23 22:41:00.460000,4,5db0a7f29f2646001c34bc08,31,2019-10-23 21:20:18.012000,Nijmegen,2019-10-24 16:40:03.081304
0,Weet iemand hoe je de g-score van de connector ability test omrekent naar je iq-score?,2019-10-24 02:14:56.899000,5,5db0ae2c208577001cc523b1,0,2019-10-23 21:46:52.175000,Nijmegen,2019-10-24 16:50:03.105555
0,"Oeps, aangemeld voor ticketuur bij sportcentrum maar vergeten af te melden omdat ik niet kon gaan. Heeft dit gevolgen?",2019-10-24 05:21:18.850000,9,5db0b99abd0c28001d515eec,1,2019-10-23 22:35:38.571000,Nijmegen,2019-10-24 17:15:02.988535
0,Ik heb net Google's nieuwe app Post Box geïnstalleerd op m'n Android en ik heb nu al fomo voor alle berichten die ik niet op tijd ga zien. Maar het is dan ook een experiment....,2019-10-24 09:21:27.941000,5,5db0baa4470de000194dac25,4,2019-10-23 22:40:04.331000,Nijmegen,2019-10-24 18:00:04.263632
0,"De kleine ploegen in Europa maken het “de grote jongens” echt moeilijk dit seizoen. 
Nu al een heerlijk seizoen champions league!",2019-10-23 23:20:57.323000,2,5db0bdaaa2c9300019ab6f7b,5,2019-10-23 22:52:58.866000,Nijmegen,2019-10-24 18:10:02.356552
0,Iemand nog een burgerme code?,2019-10-24 18:06:27.228000,1,5db1cb7698b0f5001bd09f8f,0,2019-10-24 18:04:06.894000,Nijmegen,2019-10-24 18:15:02.810061
0,Iemand een thuisbezorgd kortingscode over? :),2019-10-24 18:34:09.644000,4,5db1cd7a2c0f01001f3bf2b3,-2,2019-10-24 18:12:42.265000,Wijchen,2019-10-24 18:50:03.120477
0,What three things should a wise man fear?,2019-10-24 08:00:50.474000,8,5db0be3742d6770019e5ed04,3,2019-10-23 22:55:19.950000,Nijmegen,2019-10-24 19:20:02.638175
0,Hoi wie wil er vrienden worden ik ben eenzaam ,2019-10-24 02:05:54.273000,32,5db0c680e0551d0018ee1b0c,8,2019-10-23 23:30:40.080000,Nijmegen,2019-10-24 19:25:03.139192
,"Beste spatbordklevers, haal me gewoon in. Maar blij asjeblieft niet 15 min aan me plakken. Met je gehijg zowat in m'n nek. Bedankt.",2019-10-24 10:56:14.144000,8,5db0c83cea4988001e021615,35,2019-10-23 23:38:04.795000,Malden,2019-10-24 19:55:02.967065
0,Does he look like a bitch?,2019-10-24 08:38:47.037000,6,5db0d5828d6eb7001d4a0ddf,0,2019-10-24 00:34:42.830000,Nijmegen,2019-10-24 21:30:04.791945
1,"Mijn vriendin blijft stellig beweren dat we nog niet samenwonen, maar intussen heb ik zojuist wel acht onderbroeken van haar op de waslijn gehangen..",2019-10-24 16:54:25.191000,7,5db0d75577c7ea001808c102,70,2019-10-24 00:42:29.254000,Nijmegen,2019-10-24 21:35:03.312714
0,Ik eet friet in bed ,2019-10-24 11:37:54.560000,7,5db11056470de000194e918b,67,2019-10-24 04:45:42.623000,Nijmegen,2019-10-24 23:05:02.543089
3,Ik ben nu sinds een aantal dagen gestopt met roken en ik begin langzaam weer m'n reukvermogen terug te krijgen. Holy shit wat heb ik dat gemist zeg!! Ik was de geur van een frisse herfstavond helemaal vergeten.,2019-10-24 11:19:37.473000,20,5db0db27846d19001d07517f,107,2019-10-24 00:58:47.358000,Nijmegen,2019-10-24 23:05:02.543089
0,Ik huil,2019-10-24 23:24:29.555000,9,5db2130930bcd40015ec71a4,-2,2019-10-24 23:09:29.418000,Nijmegen,2019-10-24 23:25:02.817821
0,"Ik vind het toch altijd weer bijzonder bij een sikkel maan als deze om me te beseffen dat er gewoon een gigantische stenen bol daarboven zweeft

#ochtendgedachten",2019-10-24 11:23:56.255000,10,5db13aed3bddcd001de393c5,35,2019-10-24 07:47:25.868000,Nijmegen,2019-10-24 23:50:03.033874
1,Ik heb spierpijn en niet eens gesport. Het leven van lui zijn is toch nog best zwaar,2019-10-24 09:24:12.705000,1,5db14d188064ba001c8459ad,33,2019-10-24 09:04:56.629000,Nijmegen,2019-10-25 00:00:03.369639
0,Ik heb zo'n grote drol gelegd dat AKKU er boos om zou kunnen worden,2019-10-24 10:26:01.548000,3,5db14d6b5d9fa2001555e2fe,26,2019-10-24 09:06:19.398000,Nijmegen,2019-10-25 00:05:02.961164
0,"Tentamenperiode en prikkelhoest, name a more iconic duo",2019-10-24 23:51:02.093000,5,5db15c11d569c90016b468ed,50,2019-10-24 10:08:49.362000,Nijmegen,2019-10-25 00:35:03.013900
0,Wat vinden jullie van ratten als huisdieren?,2019-10-25 00:40:03.012000,3,5db225fe0e0bcc001a005c3e,-2,2019-10-25 00:30:22.451000,Nijmegen,2019-10-25 00:45:03.202194
0,Zijn er meer Jodelaars bij wie er ineens 'a.m.' staat bij de tijd en 's ochtends' bij whatsapp?,2019-10-24 11:13:06.940000,1,5db16098f6b646001d676504,8,2019-10-24 10:28:08.703000,Nijmegen,2019-10-25 03:40:04.858891
0,Afac heeft fietsen weggehaald bij de eerste huizen van Oldenbarneveltstraat aan het hek stonden. Tip voor als je denkt dat je fiets gestolen is.,2019-10-24 11:05:09.284000,2,5db1621ca16e8a0020732529,14,2019-10-24 10:34:36.353000,Nijmegen,2019-10-25 07:25:03.320462
1,Ik heb twee puisten precies tussen mijn wenkbrauwen waardoor het lijkt alsof ik een unibrow heb. Het leukste nog is dat ik vanmiddag een sollicitatie en vanavond een date heb. ,2019-10-24 14:14:25.082000,13,5db162f33bdcfc001e5750c6,42,2019-10-24 10:38:11.190000,Nijmegen,2019-10-25 08:05:03.068760
0,Is er een bottom met tijd?,2019-10-25 07:43:40.548000,24,5db253018a3fff0019a23941,-5,2019-10-25 03:42:25.403000,Nijmegen,2019-10-25 08:35:02.865231
0,Heb jij ooit een nare seksuele ervaring meegemaakt die je met ons wil delen?,2019-10-25 07:22:26.546000,16,5db166b7e815c300193bae21,8,2019-10-24 10:54:15.862000,Nijmegen,2019-10-25 10:10:03.016205
0,"Sometimes I pull my knees up to my chest and lean forwards.

That's just how I roll",2019-10-24 13:13:14.986000,10,5db16783feba510016f5ea3b,81,2019-10-24 10:57:39.653000,Nijmegen,2019-10-25 10:25:02.709881
3,Some say minds matter but my brother says big boobs matter more,2019-10-25 10:49:18.092000,5,5db2af03a953ee001c00cbf5,-4,2019-10-25 10:14:59.850000,Nijmegen,2019-10-25 10:50:02.971912
0,Hahahahaha het valt mij nu pas op dat degene die dit kanaal gemaakt heeft dronken of een mbo-stagiaire was.,2019-10-24 12:36:07.500000,2,5db16bc063f9ae001961574a,9,2019-10-24 11:15:44.103000,Nijmegen,2019-10-25 10:50:02.971912
0,Wat vinden jullie van de serie 13 reasons why? En dan specifiek seizoen 3?,2019-10-24 18:21:26.163000,12,5db17299228dad001e2483d3,7,2019-10-24 11:44:57.629000,Nijmegen,2019-10-25 11:20:02.874417
0,"Gister een super leuk nieuw nachtkastje gekocht!
#onenightstand
#cute",2019-10-24 12:31:40.265000,1,5db17a264a2c110017c31953,66,2019-10-24 12:17:10.639000,Nijmegen,2019-10-25 11:30:03.330813
0,Woont hier iemand in SSH& Heidepark die een plant van me wil adopteren?,2019-10-25 11:05:20.920000,16,5db183772ab041001a680ada,13,2019-10-24 12:56:55.238000,Nijmegen,2019-10-25 11:45:03.070381
1,Zo confronterend als het automatische licht op de WC uitgaat voordat ik klaar ben,2019-10-25 00:33:47.129000,2,5db188bb3e69aa001cb2f022,71,2019-10-24 13:19:23.366000,Nijmegen,2019-10-25 12:35:03.056185
0,"Tips voor een instap gaminglaptop? 15”, opslagruimte is geen criterium. Liefst gebouwd als een tank",2019-10-24 15:42:42.660000,15,5db18a68691966001ee2616d,4,2019-10-24 13:26:32.113000,Nijmegen,2019-10-25 13:20:03.077145
0,Nabellen na een kenmismakingsgesprek? Er zijn al twee weken verstreken.,2019-10-25 10:41:00.704000,23,5db18a768edb8e001feaa6f6,4,2019-10-24 13:26:46.555000,Nijmegen,2019-10-25 13:35:03.171227
0,Ome duo heeft ons weer met gratis geld gezegend!,2019-10-24 19:19:22.494000,11,5db18e8ac81458001e512589,21,2019-10-24 13:44:10.388000,Nijmegen,2019-10-25 13:55:02.843466
0,"Gister kwam mijn baas er achter dat ik homo ben, helemaal prima. Hij maakte toen de grap dat hij ook wel homo wilde zijn omdat twee mannen veel meer geld zouden verdienen en geen kinderen krijgen. Wat vinden jullie; moet kunnen of niet? ",2019-10-25 10:18:39.462000,25,5db18f3e2ad04f001fc0c49e,21,2019-10-24 13:47:10.233000,Nijmegen,2019-10-25 14:05:02.835070
0,Zijn de wachtrijen bij de GGD voor soa test nog steeds zo belachelijk lang? ,2019-10-25 14:38:11.552000,10,5db190163edb18001acec109,7,2019-10-24 13:50:46.887000,Nijmegen,2019-10-25 14:50:03.142653
0,AFAC bezit in binnenstad,2019-10-24 16:11:18.702000,4,5db19d95af8333001db16917,0,2019-10-24 14:48:21.591000,Nijmegen,2019-10-25 15:35:03.356293
1,"Gehoord in de bus: “Je hebt echt niets aan hem. Als hij een Mexicaan was, was zijn naam Incapablo”",2019-10-24 22:36:32.788000,4,5db1a546497807001ba8b954,119,2019-10-24 15:21:10.493000,Nijmegen,2019-10-25 15:55:03.294517
1,"Hallo, is het in de nieuwe Osiris nog mogelijk om de statistieken in te zien van iedereen die het tentamen heeft gemaakt? Ik heb eindelijk een goed cijfer namelijk",2019-10-24 16:27:04.877000,1,5db1ae7359bdf4001d01ae92,29,2019-10-24 16:00:19.888000,Nijmegen,2019-10-25 16:10:02.864036
0,Hoe/door wie hebben jullie deze app ontdekt? ,2019-10-25 16:11:19.082000,20,5db1b6af82073b001921c072,9,2019-10-24 16:35:27.139000,Nijmegen,2019-10-25 16:30:02.782279
1,"""In den beginne was er niets. En God dacht: hoe kan ik er zijn als er niets is? Wacht, huh?""
-Het begin van het Oude Testament",2019-10-25 16:29:50.616000,46,5db1b7d7b98aec00177fd29d,36,2019-10-24 16:40:23.177000,Nijmegen,2019-10-25 17:05:02.955212
0,"Meer studenten die lasthebben van faalangst voor tentamens, en hoe ga je hier mee om?",2019-10-25 16:10:47.841000,14,5db1ba751bf43b001dea7080,10,2019-10-24 16:51:33.655000,Nijmegen,2019-10-25 17:50:03.689914
0,"Wat te doen als recruiters opeens niet meer reageren op een email, ondanks dat ze ervoor enthousiast/tevreden waren?",2019-10-24 21:28:43.859000,6,5db1b8a49ee08c001a2dff91,10,2019-10-24 16:43:48.452000,Beek-Ubbergen,2019-10-25 17:50:03.689914
0,Is er iets vervelender dan op een nat zadel gaan zitten wanneer je ongesteld bent? ,2019-10-25 07:01:20.543000,21,5db1bf342247d9001c0f686b,36,2019-10-24 17:11:48.071000,Nijmegen,2019-10-25 17:55:03.362816
0,Borsten zijn interessant.,2019-10-25 03:49:36.105000,11,5db1bff162c482001b623366,34,2019-10-24 17:14:57.393000,Nijmegen,2019-10-25 18:00:03.009024
0,Wat is er waar van het gerucht dat Obelix een grote orgie is?,2019-10-24 21:28:10.122000,7,5db1c11b1cf1730017545524,6,2019-10-24 17:19:55.535000,Nijmegen,2019-10-25 18:05:03.572690
0,Is het heel gay als je met 3 vriendinnen bij een theekransje zit als man zijnde?,2019-10-24 19:31:41.172000,14,5db1c819425df4001cc2a8ec,8,2019-10-24 17:49:45.489000,Nijmegen,2019-10-25 18:10:03.207673
0,Is het heel gay als je met 3 vrienden een sekspartij houdt als man?,2019-10-25 14:43:13.376000,15,5db1dbdea953ee001cfe768a,28,2019-10-24 19:14:06.190000,Nijmegen,2019-10-25 18:40:03.612379
0,Meer mensen die de nieuwe single van Nile Horne meer als Beck vinden klinken en vice versa?,2019-10-25 18:49:45.143000,1,5db325fbab9b95001bb8cb03,0,2019-10-25 18:42:35.773000,Beek-Ubbergen,2019-10-25 18:50:03.167272
0,Is een blaasje op je eikel altijd een symptoom van een soa of kan het ook onschuldig zijn?,2019-10-25 14:30:52.257000,13,5db1decce29191001c82137f,5,2019-10-24 19:26:36.307000,Nijmegen,2019-10-25 20:05:02.875248
0,Ja,2019-10-24 22:15:15.317000,5,5db1de139969da001dd47700,4,2019-10-24 19:23:31.249000,Nijmegen,2019-10-25 20:05:02.875248
1,Meer dan 90% van alle hondeneigenaren hebben een hond.,2019-10-25 07:16:47.756000,6,5db1e6530f7630001d08a436,46,2019-10-24 19:58:43.110000,Nijmegen,2019-10-25 20:10:03.211143
1,"Aan alle #hoogeveldt bewoners:
Bij het pleintje beneden kan je zien hoe een koppel seks heeft voor de raam!
Kom dat zien, kom dat zien!",2019-10-25 15:05:51.462000,39,5db1e771669d1c001e191ebb,32,2019-10-24 20:03:29.644000,Nijmegen,2019-10-25 21:10:03.469196
0,"Ik ben zwak, maar zit toch echt pepernoten te eten",2019-10-24 21:40:52.529000,2,5db1e6598a3fff0019a0ccb4,24,2019-10-24 19:58:49.910000,Nijmegen,2019-10-25 21:10:03.469196
0,"Sinds kort sport ik bijna elke dag maar ik vind dit heel moeilijk te combineren met haren wassen, wat ik eigenlijk niet vaker dan om de dag wil doen. Meer jodelaars die hier last van hebben en hebben jullie tips?",2019-10-25 08:49:46.580000,16,5db1f21798b0f5001bd12472,14,2019-10-24 20:48:55.349000,Nijmegen,2019-10-25 21:15:03.388827
0,Morgen het een na laatste tentamen van mijn bachelor. Ik ben in tijden niet zo nerveus geweest. De babbelbox vraagt zich hetvolgende af: wanneer was jij voor het laatst nerveus?,2019-10-25 14:42:09.637000,20,5db1e7b19b4d0e001dabf5d8,23,2019-10-24 20:04:33.931000,Nijmegen,2019-10-25 21:15:03.388827
0,Iemand bij Hoogeveldt die wat wil drinken?,2019-10-25 01:29:16.168000,17,5db1fc84b3aae6001aaf62be,11,2019-10-24 21:33:24.029000,Nijmegen,2019-10-25 21:20:04.863006
0,"M’n eerste jointje viel best tegen eigenlijk, niet lekker en merkte er helemaal niets van ",2019-10-25 00:13:36.017000,14,5db1f8f246c3b4001db687fa,9,2019-10-24 21:18:10.625000,Nijmegen,2019-10-25 21:20:04.863006
0,Even orgastische gevoelens gekregen in de massagestoelen in de ub. Topaankoop die dingen,2019-10-25 00:09:45.166000,4,5db212094f3b08001981f70f,8,2019-10-24 23:05:13.895000,Nijmegen,2019-10-25 22:05:03.247400
3,Eekhoorns verstoppen hun eikels in gaatjes voor de winter. Ik (ver)stop mijn eikel in meerdere gaatjes tijdens meerdere seizoenen.,2019-10-25 22:52:33.749000,0,5db36091ba518e001bb5a45f,-3,2019-10-25 22:52:33.749000,Nijmegen,2019-10-25 22:55:03.211581
0,Ken jij de belangrijkste ongeschreven regel van Jodel Nijmegen? Ik wel:,2019-10-25 12:52:11.113000,10,5db21db63ea369001b55f265,9,2019-10-24 23:55:02.586000,Nijmegen,2019-10-25 22:55:03.211581
0,Wist je dat Jupiter zo groot is dat je meer dan de helft van de Atlantische oceaan erop kwijt zou kunnen?,2019-10-25 07:38:28.281000,8,5db21ff7a24f57001a6a1feb,13,2019-10-25 00:04:39.082000,Nijmegen,2019-10-25 23:00:03.356801
0,Wat zijn jullie favoriete quotes?,2019-10-25 18:29:41.378000,17,5db22076679777001e9afb14,4,2019-10-25 00:06:46.871000,Nijmegen,2019-10-25 23:25:03.601676
0,Ik huur een kamer bij een oudere vrouw en nu heeft ze sinds een week een hondje. Ik heb net kleren gewassen en alles zit volledig onder het haar nadat ik het uit de wasmachine haalde. Kan ik daar wat van zeggen terwijl het haar huis is?,2019-10-25 12:33:59.347000,21,5db2277bed9393001987a820,15,2019-10-25 00:36:43.515000,Nijmegen,2019-10-25 23:45:03.895342
0,Toch wel geschrokken van de 3lab docu “rats & slaves”. Dat je voor 0.37 cent alle computergegevens van een persoon hebt is ongelofelijk,2019-10-25 17:52:59.524000,20,5db227abe565a8001ac42fa6,17,2019-10-25 00:37:31.838000,Nijmegen,2019-10-26 01:00:03.514613
0,Welke chick gaat mijn chick doen als ik morgenavond aan het werk ben?,2019-10-26 01:29:26.269000,2,5db37efd0f5ea100182ff404,-4,2019-10-26 01:02:21.095000,Nijmegen,2019-10-26 01:55:03.440628
0,Hoelang is een Chinees,2019-10-25 11:46:50.486000,7,5db2879adf6386001cf0b7b4,5,2019-10-25 07:26:50.022000,Nijmegen,2019-10-26 09:55:03.331121
0,"Halve finale rugby begint, ziggo sport",2019-10-26 09:58:19.675000,0,5db3fc9bc91f1b001c222547,-4,2019-10-26 09:58:19.675000,Nijmegen,2019-10-26 10:20:03.308526
0,De bol.com dagdeal maakt het kind in mij blij,2019-10-25 10:30:04.816000,5,5db291743a3f3e001cd76c7b,13,2019-10-25 08:08:52.465000,Nijmegen,2019-10-26 10:55:03.520801
0,Je moet bij een beoordelingsgesprek op je werk niet op de psychologische tour gaan.,2019-10-25 11:17:24.564000,9,5db295daa361ed00183f9220,19,2019-10-25 08:27:38.063000,Nijmegen,2019-10-26 11:05:03.699481
0,"Kent hier iemand het gevoel dat je de persoon die je date heel erg graag als vriend/vriendin wil en je enorm bang bent dat je die persoon kwijt raakt omdat het niet 'officieel' is? Dus dat die persoon iemand anders tegenkomt etc...

#tina",2019-10-25 21:03:20.964000,13,5db2a34f4fd7ed001c6815b8,24,2019-10-25 09:25:03.528000,Nijmegen,2019-10-26 11:30:03.310293
0,Wanneer krijg je plakpoep waardoor je heel vaak moet vegen en wanneer kring je floeppoep die er gewoon uit floept en je verder geen last meer van hebt? ,2019-10-25 16:34:50.934000,11,5db2b1643b710600194d94b5,36,2019-10-25 10:25:08.103000,Nijmegen,2019-10-26 12:40:03.283829
1,Dynalogic laat zien waar de bezorger is en hoeveel adressen er nog voor je pakketje zijn. Dit is niet goed voor m'n rust.,2019-10-25 17:25:41.775000,2,5db2b78058beec001e090778,25,2019-10-25 10:51:12.070000,Oosterhout,2019-10-26 12:55:04.504510
1,"How are your dart skills?
[] Good
[] Bad

          X",2019-10-25 12:02:01.466000,4,5db2b8de2253c30019624ba2,94,2019-10-25 10:57:02.826000,Nijmegen,2019-10-26 13:10:03.753516
0,"Hele trein coupé voor mijzelf, happy days!!!!",2019-10-25 14:39:53.690000,13,5db2b9223fe835001c251bf3,24,2019-10-25 10:58:10.796000,Nijmegen,2019-10-26 13:35:03.960060
0,Als Marco Borsato een affaire met Maan heeft gehad toen ze 18 was en met de voice mee deed. Valt dat dan volgens jullie onder #Metoo? ,2019-10-26 14:30:15.907000,31,5db42a1e262bd000227407c1,-3,2019-10-26 13:12:30.787000,Nijmegen,2019-10-26 14:55:03.443111
0,"Ik heb ooit tijdens een potje ‘ik heb nog nooit’ gezegd: iemand gepijpt. 
Een jongen waarvan niemand het verwachtte dronk. Wij lachen. Hij legde daarna uit dat hij misbruikt was... au. ",2019-10-25 13:47:20.862000,4,5db2d953aac5d5001b4995d5,65,2019-10-25 13:15:31.574000,Nijmegen,2019-10-26 15:35:04.324851
0,Always komt vanaf januari met een genderloze verpakking - schijnbaar omdat er een venussymbool op stond. Er zijn dus blijkbaar genoeg klachten over binnen gekomen. Man man man..,2019-10-26 16:03:41.380000,1,5db451a1c9eace00216208a4,-3,2019-10-26 16:01:05.514000,Nijmegen,2019-10-26 16:10:03.879243
0,Heeft iemand tips om makkelijker over een gebroken hart te komen?,2019-10-25 17:07:29.557000,14,5db2e58f0ff06d0017f745ce,7,2019-10-25 14:07:43.212000,Nijmegen,2019-10-26 17:15:04.314400
1,Ik ben net gevraagd om kleingeld voor de bus. Meneer was blijkbaar vergeten dat je daar alleen nog kan pinnen,2019-10-26 17:07:10.692000,1,5db4610af8432f0020e227c4,-3,2019-10-26 17:06:50.920000,Nijmegen,2019-10-26 17:25:03.518834
0,Wat is jullie favoriete restaurant in Nijmegen?,2019-10-26 05:38:48.999000,20,5db2f5d548470a001ca01729,7,2019-10-25 15:17:09.447000,Nijmegen,2019-10-26 17:40:03.677401
0,"Nijmegen is de beste stad van Nederland (en de wereld) want...

(antwoord is aan jullie)",2019-10-26 11:20:54.816000,10,5db2ffa7451c660018716bb2,8,2019-10-25 15:59:03.929000,Nijmegen,2019-10-26 17:50:03.754600
0,Verkopen ze ergens op het station batterijen?,2019-10-26 04:22:52.974000,4,5db302f23c36fc001ba7ae5b,7,2019-10-25 16:13:06.361000,Nijmegen,2019-10-26 17:55:04.063131
0,"Tijdje gewerkt voor minimumloon. Mijn vraag is echt, hoe kunnen mensen overleven op minimumloon in de huidige maatschappij waarbij alles duurder wordt? 9.45 per uur is echt niks.",2019-10-26 17:19:04.814000,15,5db31d1989eb910019d3e794,17,2019-10-25 18:04:41.340000,Wijchen,2019-10-26 18:20:03.778392
0,"Ik wil vaker vegetarisch eten, maar vind veel vleesvervangers (vooral vleesimmitaties) niet echt lekker. Wat zijn de beste volgens jullie?",2019-10-26 11:27:40.049000,23,5db31b8fba518e001bb4b0e7,9,2019-10-25 17:58:07.239000,Nijmegen,2019-10-26 18:20:03.778392
0,Ping,2019-10-26 00:54:47.437000,10,5db31a60a2c62b001aa40d53,4,2019-10-25 17:53:04.641000,Nijmegen,2019-10-26 18:20:03.778392
0,"Zijn er mensen die hun Facebookstatus onveranderd laten als hun relatie uitgaat? De jongen waar ik mee scharrel heeft volgens Facebook nog een relatie, maar hij zegt dat het al een tijdje uit is",2019-10-26 11:18:16.919000,27,5db31a0c9e7231001afd12c8,11,2019-10-25 17:51:40.665000,Nijmegen,2019-10-26 18:20:03.778392
0,Stuur een foto van je oog 👁,2019-10-25 23:46:12.794000,22,5db31d30b3dd94001c534600,6,2019-10-25 18:05:04.969000,Nijmegen,2019-10-26 18:30:03.705892
1,"""We zoeken iemand die het verschil kan maken op de afdeling""

Hoezo, is het verschil stuk dan?",2019-10-26 18:19:49.772000,3,5db4711a7beb7300251b93ef,-3,2019-10-26 18:15:22.295000,Nijmegen,2019-10-26 18:40:03.416393
,"Je zou vannacht tussen 2:30 en 8:00 maar stand-by moeten staan voor je werk...

#wintertijd",2019-10-26 18:38:43.493000,0,5db47693704666001ee7961a,-3,2019-10-26 18:38:43.493000,Nijmegen,2019-10-26 18:45:03.372114
,Heeft iemand voor deze zieke man een pakje kippensoep? #stichtingkcn,2019-10-25 23:09:12.612000,9,5db32539fbb75d001c25722c,8,2019-10-25 18:39:21.010000,Nijmegen,2019-10-26 19:05:03.780278
0,Hoelang hebben jullie gewacht met weer op Tinder gaan nadat jullie relatie uit ging?,2019-10-25 23:09:25.208000,15,5db31ebcb3dd94001c534b55,8,2019-10-25 18:11:40.825000,Nijmegen,2019-10-26 19:05:03.780278
0,Jesus is King.,2019-10-26 17:38:26.010000,6,5db3254f1152f7001c8c89a9,13,2019-10-25 18:39:43.679000,Nijmegen,2019-10-26 19:15:03.896493
0,Iemand tips met een kado voor het vriendje van m'n vrouw?,2019-10-26 19:24:27.818000,1,5db4801b0cfebe001ae4bdbe,-3,2019-10-26 19:19:23.355000,Nijmegen,2019-10-26 19:25:04.173528
0,Hoe jong mag de ondergrens zijn op Tinder voor een man van 25?,2019-10-26 19:14:20.020000,3,5db47d9bce2e77001bbd72a3,-4,2019-10-26 19:08:43.448000,Oosterhout,2019-10-26 19:30:04.260095
0,Narwal,2019-10-26 18:41:08.673000,9,5db470d3397387001b547722,-4,2019-10-26 18:14:11.002000,Nijmegen,2019-10-26 19:35:03.409656
0,Waarom zijn Limburgers zulke pannekoeken?,2019-10-25 21:37:31.234000,9,5db33a30d9706d001ed28ffa,15,2019-10-25 20:08:48.683000,Nijmegen,2019-10-26 20:50:03.611067
0,Wanneer heb jij voor het laatst gehuild?,2019-10-26 19:55:07.061000,28,5db33962e3f945001928ce15,5,2019-10-25 20:05:22.982000,Nijmegen,2019-10-26 20:50:03.611067
1,"Net met mijn dronken kop de thuisbezorgd bezorger 34 euro fooi gegeven.
Fijn weekend Eric!",2019-10-25 23:08:05.504000,10,5db33b2bc83f6f0017a056ae,102,2019-10-25 20:12:59.870000,Nijmegen,2019-10-26 20:55:03.957124
0,Hoe zou jij het vinden als de persoon met wie je date vertelt dat hij/zij nog maagd is?,2019-10-26 17:42:12.025000,27,5db348cdfccb710015ec1fdf,9,2019-10-25 21:11:09.379000,Nijmegen,2019-10-26 21:00:04.165968
1,"Vorige week geurkaarsen gekocht. Aangestoken, rook niks.. eergisteren fles malibu omgestoten, kamer ruikt nu nog steeds heerlijk naar kokos 🧚‍♀️",2019-10-26 00:03:41.890000,4,5db3491b903ccb0019947df0,88,2019-10-25 21:12:27.066000,Nijmegen,2019-10-26 21:10:03.586834
3,kent iemand die jongen die er vandaag op uni in bieb zat? ik hou van jou!,2019-10-26 21:03:28.533000,3,5db497888111ef001a2fa2ec,-2,2019-10-26 20:59:20.425000,Nijmegen,2019-10-26 21:15:03.474018
3,Kent iemand die meid die vandaag in de bieb de hele tijd eng naar me aan het kijken was? Probeer haar te ontwijken,2019-10-26 21:12:04.490000,0,5db49a84903ccb0019986d23,-3,2019-10-26 21:12:04.490000,Nijmegen,2019-10-26 21:20:03.677639
0,Wie nog meer Boxing influencers aan ‘t kijken?,2019-10-26 21:34:32.687000,4,5db49d9d97386c0015a9421f,-2,2019-10-26 21:25:17.180000,Nijmegen,2019-10-26 21:40:03.601686
0,Biem bij st jacobslaan?,2019-10-26 21:24:36.539000,1,5db49bc36ba67d001f57c375,-2,2019-10-26 21:17:23.262000,Nijmegen,2019-10-26 21:40:03.601686
0,Kan iemand uitleggen hoe het werkt bij SSHN met de huurtoeslag (website maakt het niet echt duidelijker)? ,2019-10-26 12:43:20.730000,8,5db34c1a64e06d001feb504f,5,2019-10-25 21:25:14.359000,Nijmegen,2019-10-26 22:25:03.537897
0,Ik mis paarse joodels,2019-10-26 22:26:21.686000,0,5db4abedccf046001c95bf0a,-4,2019-10-26 22:26:21.686000,Nijmegen,2019-10-26 22:30:03.824305
1,Elke 60 seconde gaat er in Afrika een minuut voorbij.,2019-10-26 04:26:23.447000,2,5db35c962bd7a50021984af7,33,2019-10-25 22:35:34.829000,Wijchen,2019-10-26 23:15:03.783152
0,"Jesse Klaver en een fractiegenoot zijn in Ethiopië en na een dreigende situatie in veilig gebracht
Dit bericht het NOS. Wat zijn de reacties op Twitter? ""Jammer""
Sinds wanneer willen we andere mensen dood vanwege hun mening?",2019-10-26 22:59:19.842000,19,5db35e57148d78001ae148b1,22,2019-10-25 22:43:03.783000,Wijchen,2019-10-26 23:40:04.026806
,Zelfs Trump vond de fingerprintscanner op de iPhone beter dan FaceID.,2019-10-26 23:32:55.977000,1,5db4b86cde0d9e001cabcb38,-4,2019-10-26 23:19:40.738000,Wijchen,2019-10-27 00:00:03.777391
0,Zit er bij een voorgedraaide joint nog wiet in de laatste 2 cm?,2019-10-25 23:06:05.358000,3,5db361be451c66001872c6bc,7,2019-10-25 22:57:34.798000,Nijmegen,2019-10-27 02:20:04.081899
0,Er was toch een bordspellen vereniging voor studenten? Ik kan deze via Google of RU website niet echt vinden. Heeft iemand een naam waarop ik kan zoeken?,2019-10-27 02:33:37.618000,32,5db362bb38b1a60022fcac0f,13,2019-10-25 23:01:47.582000,Nijmegen,2019-10-27 02:40:04.263465
